Index,Start,Time,Type,Data,
0,1.65 ¦Ìs,8.7 ¦Ìs,RX data,00,
1,13.55 ¦Ìs,8.7 ¦Ìs,RX data,F8,
2,254.469075 ms,8.7 ¦Ìs,RX data,00,
3,254.47995 ms,8.7 ¦Ìs,RX data,00,
4,254.490775 ms,8.7 ¦Ìs,RX data,00,
5,254.50165 ms,8.7 ¦Ìs,RX data,00,
6,254.512475 ms,8.7 ¦Ìs,RX data,00,
7,254.52335 ms,8.7 ¦Ìs,RX data,00,
8,254.534175 ms,8.7 ¦Ìs,RX data,00,
9,254.54505 ms,8.7 ¦Ìs,RX data,00,
10,254.555875 ms,8.7 ¦Ìs,RX data,00,
11,254.56675 ms,8.7 ¦Ìs,RX data,00,
12,254.609325 ms,8.7 ¦Ìs,RX data,00,
13,254.620175 ms,8.7 ¦Ìs,RX data,00,
14,254.726025 ms,8.7 ¦Ìs,RX data,00,
15,254.736875 ms,8.7 ¦Ìs,RX data,00,
16,254.9623 ms,8.7 ¦Ìs,RX data,00,
17,254.97315 ms,8.7 ¦Ìs,RX data,00,
18,254.984 ms,8.7 ¦Ìs,RX data,00,
19,254.99485 ms,8.7 ¦Ìs,RX data,00,
20,255.0057 ms,8.7 ¦Ìs,RX data,00,
21,255.01655 ms,8.7 ¦Ìs,RX data,00,
22,255.0274 ms,8.7 ¦Ìs,RX data,00,
23,255.03825 ms,8.7 ¦Ìs,RX data,00,
24,255.0491 ms,8.7 ¦Ìs,RX data,00,
25,255.05995 ms,8.7 ¦Ìs,RX data,00,
26,255.16715 ms,8.7 ¦Ìs,RX data,00,
27,255.178 ms,8.7 ¦Ìs,RX data,00,
28,255.18885 ms,8.7 ¦Ìs,RX data,00,
29,255.1997 ms,8.7 ¦Ìs,RX data,00,
30,255.21055 ms,8.7 ¦Ìs,RX data,00,
31,255.2214 ms,8.7 ¦Ìs,RX data,00,
32,255.23225 ms,8.7 ¦Ìs,RX data,00,
33,255.2431 ms,8.7 ¦Ìs,RX data,00,
34,255.25395 ms,8.7 ¦Ìs,RX data,00,
35,255.2648 ms,8.7 ¦Ìs,RX data,00,
36,255.33885 ms,8.7 ¦Ìs,RX data,00,
37,255.3497 ms,8.7 ¦Ìs,RX data,00,
38,255.36055 ms,8.7 ¦Ìs,RX data,00,
39,255.3714 ms,8.7 ¦Ìs,RX data,00,
40,255.38225 ms,8.7 ¦Ìs,RX data,00,
41,255.3931 ms,8.7 ¦Ìs,RX data,00,
42,255.40395 ms,8.7 ¦Ìs,RX data,00,
43,255.4148 ms,8.7 ¦Ìs,RX data,00,
44,255.42565 ms,8.7 ¦Ìs,RX data,00,
45,255.4365 ms,8.7 ¦Ìs,RX data,00,
46,255.512175 ms,8.7 ¦Ìs,RX data,00,
47,255.52305 ms,8.7 ¦Ìs,RX data,00,
48,255.533875 ms,8.7 ¦Ìs,RX data,00,
49,255.54475 ms,8.7 ¦Ìs,RX data,00,
50,255.555575 ms,8.7 ¦Ìs,RX data,00,
51,255.56645 ms,8.7 ¦Ìs,RX data,00,
52,255.577275 ms,8.7 ¦Ìs,RX data,00,
53,255.58815 ms,8.7 ¦Ìs,RX data,00,
54,255.598975 ms,8.7 ¦Ìs,RX data,00,
55,255.60985 ms,8.7 ¦Ìs,RX data,00,
56,255.684775 ms,8.7 ¦Ìs,RX data,00,
57,255.695625 ms,8.7 ¦Ìs,RX data,00,
58,255.706475 ms,8.7 ¦Ìs,RX data,00,
59,255.717325 ms,8.7 ¦Ìs,RX data,00,
60,255.728175 ms,8.7 ¦Ìs,RX data,00,
61,255.739025 ms,8.7 ¦Ìs,RX data,00,
62,255.749875 ms,8.7 ¦Ìs,RX data,00,
63,255.760725 ms,8.7 ¦Ìs,RX data,00,
64,255.771575 ms,8.7 ¦Ìs,RX data,00,
65,255.782425 ms,8.7 ¦Ìs,RX data,00,
66,255.91175 ms,8.7 ¦Ìs,RX data,00,
67,255.9226 ms,8.7 ¦Ìs,RX data,00,
68,255.93345 ms,8.7 ¦Ìs,RX data,00,
69,255.9443 ms,8.7 ¦Ìs,RX data,00,
70,255.95515 ms,8.7 ¦Ìs,RX data,00,
71,255.966 ms,8.7 ¦Ìs,RX data,00,
72,255.97685 ms,8.7 ¦Ìs,RX data,00,
73,255.9877 ms,8.7 ¦Ìs,RX data,00,
74,255.99855 ms,8.7 ¦Ìs,RX data,00,
75,256.0094 ms,8.7 ¦Ìs,RX data,00,
76,256.12765 ms,8.7 ¦Ìs,RX data,00,
77,256.1385 ms,8.7 ¦Ìs,RX data,00,
78,256.14935 ms,8.7 ¦Ìs,RX data,00,
79,256.1602 ms,8.7 ¦Ìs,RX data,00,
80,256.17105 ms,8.7 ¦Ìs,RX data,00,
81,256.1819 ms,8.7 ¦Ìs,RX data,00,
82,256.19275 ms,8.7 ¦Ìs,RX data,00,
83,256.2036 ms,8.7 ¦Ìs,RX data,00,
84,256.21445 ms,8.7 ¦Ìs,RX data,00,
85,256.2253 ms,8.7 ¦Ìs,RX data,00,
86,256.243825 ms,8.7 ¦Ìs,RX data,00,
87,256.254675 ms,8.7 ¦Ìs,RX data,00,
88,256.41525 ms,8.7 ¦Ìs,RX data,00,
89,256.4261 ms,8.7 ¦Ìs,RX data,00,
90,256.43695 ms,8.7 ¦Ìs,RX data,00,
91,256.4478 ms,8.7 ¦Ìs,RX data,00,
92,256.45865 ms,8.7 ¦Ìs,RX data,00,
93,256.4695 ms,8.7 ¦Ìs,RX data,00,
94,256.48035 ms,8.7 ¦Ìs,RX data,00,
95,256.4912 ms,8.7 ¦Ìs,RX data,00,
96,256.50205 ms,8.7 ¦Ìs,RX data,00,
97,256.5129 ms,8.7 ¦Ìs,RX data,00,
98,256.582625 ms,8.7 ¦Ìs,RX data,00,
99,256.593475 ms,8.7 ¦Ìs,RX data,00,
100,256.604325 ms,8.7 ¦Ìs,RX data,00,
101,256.615175 ms,8.7 ¦Ìs,RX data,00,
102,256.626025 ms,8.7 ¦Ìs,RX data,00,
103,256.636875 ms,8.7 ¦Ìs,RX data,00,
104,256.647725 ms,8.7 ¦Ìs,RX data,00,
105,256.658575 ms,8.7 ¦Ìs,RX data,00,
106,256.669425 ms,8.7 ¦Ìs,RX data,00,
107,256.680275 ms,8.7 ¦Ìs,RX data,00,
108,256.787075 ms,8.7 ¦Ìs,RX data,41,
109,256.797925 ms,8.7 ¦Ìs,RX data,00,
110,256.808775 ms,8.7 ¦Ìs,RX data,00,
111,256.819625 ms,8.7 ¦Ìs,RX data,00,
112,256.830475 ms,8.7 ¦Ìs,RX data,00,
113,256.841325 ms,8.7 ¦Ìs,RX data,00,
114,256.852175 ms,8.7 ¦Ìs,RX data,00,
115,256.863025 ms,8.7 ¦Ìs,RX data,00,
116,256.873875 ms,8.7 ¦Ìs,RX data,00,
117,256.884725 ms,8.7 ¦Ìs,RX data,00,
118,256.899175 ms,8.7 ¦Ìs,RX data,00,
119,256.910025 ms,8.7 ¦Ìs,RX data,00,
120,257.0668 ms,8.7 ¦Ìs,RX data,00,
121,257.07765 ms,8.7 ¦Ìs,RX data,00,
122,257.0885 ms,8.7 ¦Ìs,RX data,00,
123,257.09935 ms,8.7 ¦Ìs,RX data,00,
124,257.1102 ms,8.7 ¦Ìs,RX data,00,
125,257.12105 ms,8.7 ¦Ìs,RX data,00,
126,257.1319 ms,8.7 ¦Ìs,RX data,00,
127,257.14275 ms,8.7 ¦Ìs,RX data,00,
128,257.1536 ms,8.7 ¦Ìs,RX data,00,
129,257.16445 ms,8.7 ¦Ìs,RX data,00,
130,257.233675 ms,8.7 ¦Ìs,RX data,00,
131,257.24455 ms,8.7 ¦Ìs,RX data,00,
132,257.255375 ms,8.7 ¦Ìs,RX data,00,
133,257.26625 ms,8.7 ¦Ìs,RX data,00,
134,257.277075 ms,8.7 ¦Ìs,RX data,00,
135,257.28795 ms,8.7 ¦Ìs,RX data,00,
136,257.298775 ms,8.7 ¦Ìs,RX data,00,
137,257.30965 ms,8.7 ¦Ìs,RX data,00,
138,257.3205 ms,8.7 ¦Ìs,RX data,00,
139,257.33135 ms,8.7 ¦Ìs,RX data,00,
140,257.404575 ms,8.7 ¦Ìs,RX data,00,
141,257.415425 ms,8.7 ¦Ìs,RX data,00,
142,257.426275 ms,8.7 ¦Ìs,RX data,00,
143,257.437125 ms,8.7 ¦Ìs,RX data,00,
144,257.447975 ms,8.7 ¦Ìs,RX data,00,
145,257.458825 ms,8.7 ¦Ìs,RX data,00,
146,257.469675 ms,8.7 ¦Ìs,RX data,00,
147,257.480525 ms,8.7 ¦Ìs,RX data,00,
148,257.491375 ms,8.7 ¦Ìs,RX data,00,
149,257.502225 ms,8.7 ¦Ìs,RX data,00,
150,257.57445 ms,8.7 ¦Ìs,RX data,00,
151,257.5853 ms,8.7 ¦Ìs,RX data,00,
