Index,Start,Time,Type,Data,
0,1.725 ¦Ìs,8.7 ¦Ìs,RX data,00,
1,1.725 ¦Ìs,8.7 ¦Ìs,TX data,00,
2,18.125 ¦Ìs,8.7 ¦Ìs,RX data,FD,
3,1.031322 s,8.7 ¦Ìs,RX data,B5,
4,1.031334 s,8.7 ¦Ìs,RX data,62,
5,1.031345 s,8.7 ¦Ìs,RX data,0A,
6,1.031357 s,8.7 ¦Ìs,RX data,04,
7,1.031369 s,8.7 ¦Ìs,RX data,00,
8,1.031381 s,8.7 ¦Ìs,RX data,00,
9,1.031393 s,8.7 ¦Ìs,RX data,0E,
10,1.031405 s,8.7 ¦Ìs,RX data,34,
11,1.031874 s,8.7 ¦Ìs,TX data,B5,
12,1.031884 s,8.7 ¦Ìs,TX data,62,
13,1.031895 s,8.7 ¦Ìs,TX data,0A,
14,1.031906 s,8.7 ¦Ìs,TX data,04,
15,1.031917 s,8.7 ¦Ìs,TX data,A0,
16,1.031928 s,8.7 ¦Ìs,TX data,00,
17,1.031939 s,8.7 ¦Ìs,TX data,52,
18,1.03195 s,8.7 ¦Ìs,TX data,4F,
19,1.03196 s,8.7 ¦Ìs,TX data,4D,
20,1.031971 s,8.7 ¦Ìs,TX data,20,
21,1.031982 s,8.7 ¦Ìs,TX data,53,
22,1.031993 s,8.7 ¦Ìs,TX data,50,
23,1.032004 s,8.7 ¦Ìs,TX data,47,
24,1.032015 s,8.7 ¦Ìs,TX data,20,
25,1.032026 s,8.7 ¦Ìs,TX data,35,
26,1.032036 s,8.7 ¦Ìs,TX data,2E,
27,1.032047 s,8.7 ¦Ìs,TX data,31,
28,1.032058 s,8.7 ¦Ìs,TX data,30,
29,1.032069 s,8.7 ¦Ìs,TX data,20,
30,1.03208 s,8.7 ¦Ìs,TX data,28,
31,1.032091 s,8.7 ¦Ìs,TX data,37,
32,1.032102 s,8.7 ¦Ìs,TX data,62,
33,1.032112 s,8.7 ¦Ìs,TX data,32,
34,1.032123 s,8.7 ¦Ìs,TX data,30,
35,1.032134 s,8.7 ¦Ìs,TX data,32,
36,1.032145 s,8.7 ¦Ìs,TX data,65,
37,1.032156 s,8.7 ¦Ìs,TX data,29,
38,1.032167 s,8.7 ¦Ìs,TX data,00,
39,1.032178 s,8.7 ¦Ìs,TX data,00,
40,1.032188 s,8.7 ¦Ìs,TX data,00,
41,1.032199 s,8.7 ¦Ìs,TX data,00,
42,1.03221 s,8.7 ¦Ìs,TX data,00,
43,1.032221 s,8.7 ¦Ìs,TX data,00,
44,1.032232 s,8.7 ¦Ìs,TX data,00,
45,1.032243 s,8.7 ¦Ìs,TX data,00,
46,1.032254 s,8.7 ¦Ìs,TX data,00,
47,1.032264 s,8.7 ¦Ìs,TX data,30,
48,1.032275 s,8.7 ¦Ìs,TX data,30,
49,1.032286 s,8.7 ¦Ìs,TX data,31,
50,1.032297 s,8.7 ¦Ìs,TX data,39,
51,1.032308 s,8.7 ¦Ìs,TX data,30,
52,1.032319 s,8.7 ¦Ìs,TX data,30,
53,1.03233 s,8.7 ¦Ìs,TX data,30,
54,1.032341 s,8.7 ¦Ìs,TX data,30,
55,1.032351 s,8.7 ¦Ìs,TX data,00,
56,1.032362 s,8.7 ¦Ìs,TX data,00,
57,1.032373 s,8.7 ¦Ìs,TX data,46,
58,1.032384 s,8.7 ¦Ìs,TX data,57,
59,1.032395 s,8.7 ¦Ìs,TX data,56,
60,1.032406 s,8.7 ¦Ìs,TX data,45,
