Id,Time[ns],0:UART: RX/TX
1113,2424366150.00,12
1114,2424378070.00,00
1115,2424390010.00,B8
1116,2424401950.00,0E
1117,2424413890.00,0A
1118,2424425810.00,00
1119,2424437750.00,D7
1120,2424449690.00,DF
1121,2424461630.00,B5
1122,2424473550.00,62
1123,2424485490.00,13
1124,2424497430.00,80
1125,2424509370.00,54
1126,2424521290.00,00
1127,2424533230.00,01
1128,2424545170.00,00
1129,2424557110.00,00
1130,2424569030.00,06
1131,2424580970.00,19
1132,2424592910.00,09
1133,2424604850.00,08
1134,2424616770.00,0D
1135,2424628710.00,3B
1136,2424640650.00,00
1137,2424652590.00,04
1138,2424664510.00,00
1139,2424676450.00,5C
1140,2424688390.00,40
1141,2424700330.00,10
1142,2424712250.00,05
1143,2424724190.00,05
1144,2424736130.00,01
1145,2424748070.00,A4
1146,2424759990.00,48
1147,2424771930.00,72
1148,2424783870.00,FB
1149,2424795810.00,22
1150,2424807730.00,8C
1151,2424819670.00,EF
1152,2424831610.00,AD
1153,2424843550.00,FF
1154,2424855470.00,08
1155,2424867410.00,A0
1156,2424879350.00,73
1157,2424891290.00,A0
1158,2424903210.00,94
1159,2424915150.00,06
1160,2424927090.00,D5
1161,2424939030.00,BF
1162,2424950950.00,01
1163,2424962890.00,65
1164,2424974830.00,7E
1165,2424986770.00,52
1166,2424998690.00,FD
1167,2425010630.00,4A
1168,2425022570.00,27
1169,2425034510.00,46
1170,2425046430.00,28
1171,2425058370.00,4C
1172,2425070310.00,92
1173,2425082250.00,B2
1174,2425094170.00,E3
1175,2425106110.00,BA
1176,2425118050.00,2A
1177,2425129990.00,0D
1178,2425141920.00,A1
1179,2425153850.00,A3
1180,2425165790.00,1F
1181,2425177730.00,97
1182,2425189660.00,FF
1183,2425201590.00,5B
1184,2425213530.00,FD
1185,2425225470.00,BB
1186,2425237390.00,28
1187,2425249340.00,F3
1188,2425261270.00,FD
1189,2425273210.00,D7
1190,2425285130.00,1B
