Id,Time[ns],0:UART: RX/TX
759,2264960800.00,00
760,2264971640.00,00
761,2264982520.00,01
762,2264993360.00,F7
763,2265004240.00,23
764,2265015080.00,D6
765,2265025960.00,B5
766,2265036800.00,62
767,2265047660.00,01
768,2265058520.00,22
769,2265069380.00,14
770,2265080240.00,00
771,2265091100.00,F3
772,2265101960.00,05
773,2265112820.00,00
774,2265123680.00,00
775,2265134540.00,00
776,2265145400.00,00
777,2265156260.00,00
778,2265167120.00,00
779,2265177980.00,00
780,2265188840.00,00
781,2265199700.00,00
782,2265210560.00,00
783,2265221420.00,00
784,2265232280.00,00
785,2265243140.00,00
786,2265254000.00,00
787,2265264860.00,00
788,2265275720.00,00
789,2265286580.00,00
790,2265297440.00,00
791,2265308300.00,2F
792,2265319160.00,39
793,2265330020.00,B5
794,2265340880.00,62
795,2265351740.00,01
796,2265362600.00,35
797,2265373460.00,E0
798,2265384320.00,00
799,2265395180.00,F3
800,2265406040.00,05
801,2265416900.00,00
802,2265427760.00,00
803,2265438620.00,01
804,2265449460.00,12
805,2265460340.00,00
806,2265471180.00,00
807,2265482060.00,00
808,2265492900.00,01
809,2265503780.00,23
810,2265514620.00,2C
811,2265525480.00,F2
812,2265536340.00,00
813,2265547200.00,00
814,2265558060.00,00
815,2265568920.00,1F
816,2265579780.00,19
817,2265590640.00,00
818,2265601500.00,00
819,2265612360.00,00
820,2265623220.00,02
821,2265634080.00,23
822,2265644940.00,1A
823,2265655800.00,D6
824,2265666660.00,00
825,2265677520.00,00
826,2265688380.00,00
827,2265699240.00,1F
828,2265710100.00,19
829,2265720960.00,00
830,2265731820.00,00
831,2265742680.00,00
832,2265753540.00,03
833,2265764400.00,23
834,2265775260.00,39
835,2265786120.00,2F
836,2265796980.00,01
837,2265807840.00,00
838,2265818700.00,00
839,2265829560.00,1F
840,2265840420.00,19
841,2265851280.00,00
842,2265862140.00,00
843,2265873000.00,00
844,2265883860.00,0A
845,2265894720.00,1E
846,2265905560.00,02
847,2265916440.00,83
848,2265927280.00,00
849,2265938160.00,00
850,2265949000.00,00
851,2265959880.00,1F
852,2265970720.00,19
853,2265981600.00,00
854,2265992440.00,00
855,2266003300.00,00
856,2266014160.00,0C
857,2266025020.00,1E
858,2266035880.00,03
859,2266046740.00,14
860,2266057600.00,00
861,2266068460.00,00
862,2266079320.00,00
863,2266090180.00,1F
864,2266101040.00,19
865,2266111900.00,00
866,2266122760.00,00
867,2266133620.00,00
