Id,Time[ns],0:UART: RX/TX
603,3313558150.00,43
604,3313569000.00,04
605,3313579850.00,26
606,3313590700.00,00
607,3313601550.00,00
608,3313612400.00,00
609,3313623250.00,00
610,3313634100.00,00
611,3313644950.00,00
612,3313655800.00,00
613,3313666650.00,00
614,3313677500.00,C0
615,3313688350.00,DF
616,3313699200.00,B6
617,3313710050.00,26
618,3313720900.00,C2
619,3313731750.00,69
620,3313742600.00,B5
621,3313753450.00,62
622,3313764300.00,01
623,3313775150.00,02
624,3313786000.00,1C
625,3313796850.00,00
626,3313807700.00,00
627,3313818550.00,00
628,3313829400.00,00
629,3313840250.00,00
630,3313851100.00,00
631,3313861950.00,00
632,3313872800.00,00
633,3313883650.00,00
634,3313894500.00,00
635,3313905350.00,00
636,3313916200.00,00
637,3313927050.00,00
638,3313937900.00,00
639,3313948750.00,00
640,3313959600.00,00
641,3313970450.00,00
642,3313981300.00,98
643,3313992150.00,BD
644,3314003000.00,FF
645,3314013850.00,FF
646,3314024700.00,FF
647,3314035550.00,FF
648,3314046400.00,FF
649,3314057250.00,FF
650,3314068050.00,00
651,3314078950.00,76
652,3314089750.00,84
653,3314100650.00,DF
654,3314111450.00,47
655,3314122350.00,01
656,3314133150.00,B5
657,3314144050.00,62
658,3314154850.00,01
659,3314165750.00,12
660,3314176550.00,24
661,3314187400.00,00
662,3314198250.00,00
663,3314209100.00,00
664,3314219950.00,00
665,3314230800.00,00
666,3314241650.00,00
667,3314252500.00,00
668,3314263350.00,00
669,3314274200.00,00
670,3314285050.00,00
671,3314295900.00,00
672,3314306750.00,00
673,3314317600.00,00
674,3314328450.00,00
675,3314339300.00,00
676,3314350150.00,00
677,3314361000.00,00
678,3314371850.00,00
679,3314382700.00,00
680,3314393550.00,00
681,3314404400.00,00
682,3314415250.00,00
683,3314426100.00,00
684,3314436950.00,00
685,3314447800.00,00
686,3314458650.00,00
687,3314469500.00,00
688,3314480350.00,00
689,3314491200.00,00
690,3314502050.00,3C
691,3314512900.00,86
692,3314523750.00,01
693,3314534600.00,00
694,3314545450.00,80
695,3314556300.00,A8
696,3314567150.00,12
697,3314578000.00,01
698,3314588850.00,35
699,3314599700.00,EB
700,3314610550.00,B5
701,3314621400.00,62
702,3314632250.00,01
703,3314643100.00,35
704,3314653950.00,08
705,3314664800.00,00
706,3314675650.00,00
707,3314686500.00,00
708,3314697350.00,00
709,3314708200.00,00
710,3314719050.00,01
711,3314729900.00,00
712,3314740750.00,00
713,3314751600.00,00
714,3314762450.00,3F
715,3314773300.00,A7
716,3314784150.00,B5
717,3314795000.00,62
718,3314805850.00,01
719,3314816700.00,03
720,3314827550.00,10
721,3314838400.00,00
722,3314849250.00,00
723,3314860100.00,00
724,3314870950.00,00
725,3314881800.00,00
726,3314892650.00,00
727,3314903500.00,40
728,3314914350.00,00
729,3314925200.00,08
730,3314936050.00,00
731,3314946900.00,00
732,3314957750.00,00
733,3314968600.00,00
734,3314979450.00,14
735,3314990300.00,00
736,3315001150.00,00
737,3315012000.00,00
738,3315022850.00,70
739,3315033700.00,C5
740,3315044500.00,B5
741,3315055350.00,62
742,3315066200.00,01
743,3315077050.00,04
744,3315087900.00,12
745,3315098750.00,00
746,3315109600.00,00
747,3315120450.00,00
748,3315131300.00,00
749,3315142150.00,00
750,3315153000.00,0F
751,3315163850.00,27
752,3315174700.00,0F
753,3315185550.00,27
754,3315196400.00,0F
755,3315207250.00,27
756,3315218100.00,0F
757,3315228950.00,27
758,3315239800.00,0F
759,3315250650.00,27
760,3315261500.00,0F
761,3315272350.00,27
762,3315283200.00,0F
763,3315294050.00,27
764,3315304900.00,91
765,3315315750.00,91
766,3315326600.00,B5
767,3315337450.00,62
768,3315348300.00,01
769,3315359150.00,21
770,3315370000.00,14
771,3315380850.00,00
772,3315391700.00,00
773,3315402550.00,00
774,3315413400.00,00
775,3315424250.00,00
776,3315435100.00,FF
777,3315445950.00,FF
778,3315456800.00,FF
779,3315467650.00,FF
780,3315478500.00,00
781,3315489350.00,00
782,3315500200.00,00
783,3315511050.00,00
784,3315521900.00,E5
785,3315532750.00,07
786,3315543600.00,03
787,3315554450.00,07
788,3315565300.00,00
789,3315576150.00,00
790,3315587000.00,00
791,3315597850.00,F0
792,3315608700.00,18
793,3315619550.00,0B
794,3315630400.00,B5
795,3315641250.00,62
796,3315652100.00,01
797,3315662950.00,22
798,3315673800.00,14
799,3315684650.00,00
800,3315695500.00,00
801,3315706350.00,00
802,3315717200.00,00
803,3315728050.00,00
804,3315738900.00,00
805,3315749750.00,00
806,3315760600.00,00
807,3315771450.00,00
808,3315782300.00,00
809,3315793150.00,00
810,3315804000.00,00
811,3315814850.00,00
812,3315825700.00,FF
813,3315836550.00,FF
814,3315847400.00,FF
815,3315858250.00,FF
816,3315869100.00,7C
817,3315879950.00,36
818,3315890800.00,39
819,3315901650.00,00
820,3315912450.00,1E
821,3315923350.00,C8
822,3315934150.00,B5
823,3315945050.00,62
824,3315955850.00,01
825,3315966750.00,60
826,3315977550.00,10
827,3315988450.00,00
828,3315999250.00,00
829,3316010100.00,00
830,3316020950.00,00
831,3316031800.00,00
832,3316042650.00,01
833,3316053500.00,00
834,3316064350.00,00
835,3316075200.00,00
836,3316086050.00,00
837,3316096900.00,00
838,3316107750.00,00
839,3316118600.00,00
840,3316129450.00,00
841,3316140300.00,00
842,3316151150.00,00
843,3316162000.00,00
844,3316172850.00,72
845,3316183700.00,60
846,3453602900.00,B5
847,3453613750.00,62
848,3453624600.00,02
849,3453635450.00,15
850,3453646300.00,10
851,3453657150.00,00
852,3453668000.00,00
853,3453678850.00,00
854,3453689700.00,00
855,3453700550.00,00
856,3453711400.00,00
857,3453722250.00,00
858,3453733100.00,00
859,3453743950.00,00
860,3453754800.00,00
861,3453765650.00,00
862,3453776500.00,12
863,3453787350.00,00
864,3453798200.00,00
865,3453809050.00,01
866,3453819900.00,E6
867,3453830750.00,00
868,3453841600.00,20
869,3453852450.00,12
870,3455974600.00,B5
871,3455985450.00,62
872,3455996300.00,01
873,3456007150.00,07
874,3456018000.00,5C
875,3456028850.00,00
876,3456039700.00,C8
877,3456050550.00,00
878,3456061400.00,00
879,3456072250.00,00
880,3456083100.00,E5
881,3456093950.00,07
882,3456104800.00,03
883,3456115650.00,07
884,3456126500.00,00
885,3456137350.00,00
886,3456148200.00,00
887,3456159050.00,F0
888,3456169900.00,FF
889,3456180750.00,FF
890,3456191600.00,FF
891,3456202450.00,FF
892,3456213300.00,00
893,3456224150.00,C2
894,3456235000.00,EB
895,3456245850.00,0B
896,3456256700.00,00
897,3456267550.00,00
898,3456278400.00,24
899,3456289250.00,00
900,3456300100.00,00
901,3456310950.00,00
902,3456321800.00,00
903,3456332600.00,00
904,3456343450.00,00
