Id,Time[ns],0:UART: RX/TX
912,1744225910.00,3F
913,1744255380.00,FF
914,1744274920.00,FF
915,1744307540.00,FF
916,1744340590.00,3F
917,1744355620.00,FF
918,1744436010.00,FF
919,1744470600.00,FF
920,1744499890.00,FF
921,1744545970.00,FF
922,1744617570.00,FE
923,1744650910.00,FF
924,1744689050.00,FF
925,1744708140.00,BB
926,1744743320.00,F3
927,1744785100.00,FF
928,1744808550.00,3F
929,1744832420.00,FB
930,1744846760.00,FC
931,1744858510.00,BF
932,1744898900.00,FF
933,1744934520.00,FF
934,1744993900.00,FF
935,1745061630.00,BF
936,1745107770.00,F3
937,1745129720.00,FF
938,1745218280.00,FF
939,1745305790.00,FF
940,1745378870.00,7F
941,1745409920.00,FF
942,1745420380.00,FF
943,1745433570.00,3F
944,1745468350.00,FF
945,1745492180.00,FB
946,1745515670.00,F3
947,1745577800.00,BF
948,1982181920.00,24
949,1982192770.00,47
950,1982203610.00,4E
951,1982214450.00,54
952,1982225310.00,58
953,1982236160.00,54
954,1982247000.00,2C
955,1982257850.00,30
956,1982268710.00,31
957,1982279550.00,2C
958,1982290390.00,30
959,1982301230.00,31
960,1982312090.00,2C
961,1982322940.00,30
962,1982333780.00,32
963,1982344630.00,2C
964,1982355490.00,75
965,1982366330.00,2D
966,1982377170.00,62
967,1982388020.00,6C
968,1982398880.00,6F
969,1982409720.00,78
970,1982420560.00,20
971,1982431410.00,41
972,1982442250.00,47
973,1982453110.00,20
974,1982463950.00,2D
975,1982474800.00,20
976,1982485640.00,77
977,1982496500.00,77
978,1982507350.00,77
979,1982518190.00,2E
980,1982529030.00,75
981,1982539890.00,2D
982,1982550740.00,62
983,1982561580.00,6C
984,1982572420.00,6F
985,1982583280.00,78
986,1982594130.00,2E
987,1982604970.00,63
988,1982615810.00,6F
989,1982626670.00,6D
990,1982637520.00,2A
991,1982648360.00,34
992,1982659210.00,45
993,1982670050.00,0D
994,1982680910.00,0A
995,1982691750.00,24
996,1982702590.00,47
997,1982713440.00,4E
998,1982724300.00,54
999,1982735140.00,58
1000,1982745990.00,54
1001,1982756830.00,2C
1002,1982767690.00,30
1003,1982778530.00,31
1004,1982789380.00,2C
1005,1982800220.00,30
1006,1982811080.00,31
1007,1982821920.00,2C
1008,1982832770.00,30
1009,1982843610.00,32
1010,1982854450.00,2C
1011,1982865310.00,48
1012,1982876160.00,57
1013,1982887000.00,20
1014,1982897850.00,55
1015,1982908710.00,42
1016,1982919550.00,58
1017,1982930390.00,20
1018,1982941240.00,31
1019,1982952100.00,30
1020,1982962940.00,20
1021,1982973790.00,30
1022,1982984630.00,30
1023,1982995490.00,30
1024,1983006330.00,41
1025,1983017170.00,30
1026,1983028020.00,30
1027,1983038880.00,30
1028,1983049720.00,30
1029,1983060570.00,2A
